director_name,actor_1_name,actor_2_name,movie_title,budget,imdb_score
John Schultz,Stephen Collins,Mark Webber,Drive Me Crazy ,8000000,5.7
Renny Harlin,Sylvester Stallone,Estella Warren,Driven ,72000000,4.5
Jeremy Brock,Rupert Grint,Julie Walters,Driving Lessons ,,6.8
Bruce Beresford,Morgan Freeman,Jessica Tandy,Driving Miss Daisy ,7500000,7.4
Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Drop Dead Gorgeous ,10000000,6.5
Nick Gomez,Will Ferrell,Jamie Lee Curtis,Drowning Mona ,16000000,5.6
Charles Stone III,Leonard Roberts,Nick Cannon,Drumline ,20000000,5.7
Travis Legge,Kristen Seavey,Suzi Lorraine,Dry Spell ,22000,3.3
Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,"Dude, Where's My Car? ",13000000,5.5
Stephen Langford,Kevin P. Farley,Gabriela Castillo,"Dude, Where's My Dog?! ",20000,3.2
Hugh Wilson,Brendan Fraser,Alex Rocco,Dudley Do-Right ,22000000,3.8
Todd Phillips,Robert Downey Jr.,RZA,Due Date ,65000000,6.6
King Vidor,Joseph Cotten,Lillian Gish,Duel in the Sun ,8000000,6.9
Bruce Paltrow,Lochlyn Munro,Marian Seldes,Duets ,15000000,6
Rohan Sippy,Abhishek Bachchan,Bipasha Basu,Dum Maaro Dum ,,6.2
Carroll Ballard,Eamonn Walker,Hope Davis,Duma ,12000000,7.3
Peter Farrelly,Lauren Holly,Mike Starr,Dumb & Dumber ,16000000,7.3
Bobby Farrelly,Bill Murray,Kathleen Turner,Dumb and Dumber To ,35000000,5.7
Troy Miller,Elden Henson,Mimi Rogers,Dumb and Dumberer: When Harry Met Lloyd ,19000000,3.4
David Lynch,Virginia Madsen,Jürgen Prochnow,Dune ,40000000,6.6
Gerry Lively,Bruce Payne,Lucy Gaskell,Dungeons & Dragons: Wrath of the Dragon God ,15000000,4.9
Danny DeVito,Justin Theroux,Amber Valletta,Duplex ,40000000,5.8
Tony Gilroy,Julia Roberts,Tom Wilkinson,Duplicity ,60000000,6.2
Joseph Mazzella,Tjasa Ferme,Mikaal Bates,Dutch Kills ,25000,4.8
Tom Walsh,Joey D. Vieira,Maggie Wheeler,Dwegons and Leprechauns ,20000000,4.8
Paul Schrader,Nicolas Cage,Irène Jacob,Dying of the Light ,5000000,4.4
Kevin Munroe,Marco St. John,Laura Spencer,Dylan Dog: Dead of Night ,20000000,5.1
Corey Grant,Christian Keyes,Essence Atkins,Dysfunctional Friends ,1800000,5.4
George Gallo,Eddie Griffin,Joe Howard,DysFunktional Family ,3000000,6.6
Steven Spielberg,Henry Thomas,Dee Wallace,E.T. the Extra-Terrestrial ,10500000,7.9
D.J. Caruso,Rosario Dawson,Ethan Embry,Eagle Eye ,80000000,6.6
Deepa Mehta,Nandita Das,Gulshan Grover,Earth ,,7.8
Dave Green,Teo Halm,Ella Wahlestedt,Earth to Echo ,13000000,5.8
Damien O'Donnell,Archie Panjabi,Jimi Mistry,East Is East ,1900000,6.9
David Cronenberg,Viggo Mortensen,Naomi Watts,Eastern Promises ,25000000,7.7
Will Gluck,Emma Stone,Dan Byrd,Easy A ,8000000,7.1
Daniel Espinosa,Fabian Bolin,Fares Fares,Easy Money ,,6.7
Stephan Elliott,Colin Firth,Kristin Scott Thomas,Easy Virtue ,,6.7
Ryan Murphy,James Franco,Julia Roberts,Eat Pray Love ,60000000,5.7
Patrick Ryan Sims,Claire Gordon-Harper,Hugh Mun,Echo Dr. ,100000,3.6
Jonathan Wacks,Steve Buscemi,Gary Farmer,Ed and His Dead Mother ,1800000,6.1
Tim Burton,Johnny Depp,Bill Murray,Ed Wood ,18000000,7.9
Dexter Fletcher,Hugh Jackman,Taron Egerton,Eddie the Eagle ,23000000,7.5
Dexter Fletcher,Hugh Jackman,Taron Egerton,Eddie the Eagle ,23000000,7.5
Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Eddie: The Sleepwalking Cannibal ,1500000,5.7
Shyam Madiraju,Jessica Lowndes,Ethan Peck,Eden ,,4.8
James Watkins,Michael Fassbender,Jack O'Connell,Eden Lake ,,6.8
Martin Campbell,Bojana Novakovic,Ray Winstone,Edge of Darkness ,80000000,6.6
Doug Liman,Tom Cruise,Lara Pulver,Edge of Tomorrow ,178000000,7.9
Stuart Gordon,Joe Mantegna,Dulé Hill,Edmond ,10000000,6.3
Ron Howard,Matthew McConaughey,Adam Goldberg,Edtv ,55000000,6.1
Tim Burton,Johnny Depp,Dianne Wiest,Edward Scissorhands ,20000000,7.9
Frank Marshall,Paul Walker,Bruce Greenwood,Eight Below ,40000000,7.3
Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Eight Legged Freaks ,30000000,5.4
Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,El crimen del padre Amaro ,1800000,6.8
Robert Rodriguez,Carlos Gallardo,Peter Marquardt,El Mariachi ,7000,6.9
Alexander Payne,Matthew Broderick,Chris Klein,Election ,8000000,7.3
Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Elektra ,43000000,4.8
Jon Favreau,Peter Dinklage,Zooey Deschanel,Elf ,33000000,6.9
José Padilha,Wagner Moura,Fernanda Machado,Elite Squad ,4000000,8.1
Shekhar Kapur,Fanny Ardant,John Gielgud,Elizabeth ,25000000,7.5
Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Elizabeth: The Golden Age ,55000000,6.9
Cameron Crowe,Orlando Bloom,Kirsten Dunst,Elizabethtown ,57000000,6.4
Tommy O'Haver,Anne Hathaway,Steve Coogan,Ella Enchanted ,35000000,6.3
Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Elling ,15500000,7.6
Richard Brooks,Shirley Jones,Jean Simmons,Elmer Gantry ,3000000,7.9
Michael Radford,Chris Noth,Jared Gilman,Elsa & Fred ,10000000,6.5
Neill Blomkamp,Matt Damon,Sharlto Copley,Elysium ,115000000,6.6
Mariette Monpierre,Stana Roumillac,Christophe Cherki,Elza ,900000,6.7
,Romola Garai,Blake Ritson,Emma             ,,8.2
,Ta'Rhonda Jones,Gabourey Sidibe,Empire             ,,7.8
Greg Coolidge,Dane Cook,Danny Woodburn,Employee of the Month ,12000000,5.5
Kevin Lima,Jeff Bennett,Teala Dunn,Enchanted ,85000000,7.1
Peter Hyams,CCH Pounder,Mark Margolis,End of Days ,83000000,5.7
Jim Hanon,Chase Ellison,Chad Allen,End of the Spear ,10000000,7
David Ayer,Jake Gyllenhaal,Anna Kendrick,End of Watch ,7000000,7.7
Gavin Hood,Harrison Ford,Moises Arias,Ender's Game ,110000000,6.7
Shana Feste,Alex Pettyfer,Bruce Greenwood,Endless Love ,20000000,6.3
Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Enemy at the Gates ,68000000,7.6
Tony Scott,Will Smith,Jake Busey,Enemy of the State ,90000000,7.3
Michael Apted,Bill Cobbs,Jeff Kober,Enough ,38000000,5.6
Nicole Holofcener,Christopher Nicholas Smith,Ben Falcone,Enough Said ,8000000,7.1
Jack Heller,Shaun Sipos,Katherine Waterston,Enter Nowhere ,500000,6.6
Youssef Delara,Noel Gugliemi,David Bianchi,Enter the Dangerous Mind ,800000,5.2
Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Enter the Void ,13000000,7.3
,Debi Mazar,Kevin Connolly,Entourage             ,,8.5
Jon Amiel,Will Patton,Kevin McNally,Entrapment ,66000000,6.2
Barry Levinson,Amy Poehler,Ariel Gade,Envy ,40000000,4.8
Chris Wedge,Josh Hutcherson,Emma Kenney,Epic ,100000000,6.7
Jason Friedberg,David Carradine,Carmen Electra,Epic Movie ,20000000,2.3
Kurt Wimmer,Christian Bale,Emily Watson,Equilibrium ,20000000,7.5
Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Eragon ,100000000,5.1
Chuck Russell,Vanessa Williams,James Coburn,Eraser ,100000000,6.1
David Lynch,Hal Landon Jr.,Jack Nance,Eraserhead ,20000,7.4
Steven Soderbergh,Julia Roberts,Albert Finney,Erin Brockovich ,52000000,7.3
Stéphane Aubier,Mackenzie Foy,Megan Mullally,Ernest & Celestine ,9600000,7.9
Don Siegel,Clint Eastwood,Patrick McGoohan,Escape from Alcatraz ,8000000,7.6
John Carpenter,Steve Buscemi,Valeria Golino,Escape from L.A. ,50000000,5.7
John Carpenter,Donald Pleasence,Adrienne Barbeau,Escape from New York ,6000000,7.2
Cal Brunker,Brendan Fraser,Paul Scheer,Escape from Planet Earth ,40000000,5.9
Don Taylor,Roddy McDowall,M. Emmet Walsh,Escape from the Planet of the Apes ,2500000,6.3
Randy Moore,Trey Loney,Lee Armstrong,Escape from Tomorrow ,,5.2
Mikael Håfström,Sylvester Stallone,50 Cent,Escape Plan ,50000000,6.7
Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Escobar: Paradise Lost ,17000000,6.6
Michel Gondry,Kate Winslet,Kirsten Dunst,Eternal Sunshine of the Spotless Mind ,20000000,8.3
Michael Clancy,Zooey Deschanel,Rip Torn,Eulogy ,6500000,6.7
,Joe Morton,Colin Ferguson,Eureka             ,,7.9
Jeff Schaffer,Matt Damon,Scott Mechlowicz,EuroTrip ,25000000,6.6
Tom Shadyac,Jimmy Bennett,Morgan Freeman,Evan Almighty ,175000000,5.4
Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Eve's Bayou ,6000000,7.3
Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Event Horizon ,60000000,6.7
Andy Tennant,Anjelica Huston,Dougray Scott,Ever After: A Cinderella Story ,26000000,7
Baltasar Kormákur,Michael Kelly,Martin Henderson,Everest ,55000000,7.1
Kirk Jones,Robert De Niro,James Frain,Everybody's Fine ,21000000,7.2
Woody Allen,Natasha Lyonne,Gaby Hoffmann,Everyone Says I Love You ,20000000,6.8
Dan Rush,Will Ferrell,Scott Takeda,Everything Must Go ,5000000,6.4
Marc Forster,Radha Mitchell,Alan Ruck,Everything Put Together ,100000,6.6
Woody Allen,Woody Allen,John Carradine,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,2000000,6.8
Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Evil Dead ,17000000,6.5
Sam Raimi,Ted Raimi,Dan Hicks,Evil Dead II ,3600000,7.8
Alan Parker,Andrea Corr,Jimmy Nail,Evita ,55000000,6.3
Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Evolution ,,6.4
Alex Garland,Elina Alminas,Sonoya Mizuno,Ex Machina ,15000000,7.7
Stuart Hazeldine,Colin Salmon,Luke Mably,Exam ,,6.9
Jon Hess,Burt Young,Ian Gomez,Excessive Force ,3000000,5.1
Stuart Baird,Oliver Platt,Joe Morton,Executive Decision ,55000000,6.4
Marcus Nispel,Ashley Tramonte,Brittany Curran,Exeter ,,4.6
Johnnie To,Simon Yam,Anthony Chau-Sang Wong,Exiled ,35000000,7.3
David Cronenberg,Jennifer Jason Leigh,Sarah Polley,eXistenZ ,31000000,6.8
Andrzej Bartkowiak,Michael Jai White,Bill Duke,Exit Wounds ,33000000,5.5
Ridley Scott,Christian Bale,María Valverde,Exodus: Gods and Kings ,140000000,6.1
Ridley Scott,Christian Bale,María Valverde,Exodus: Gods and Kings ,140000000,6.1
John Boorman,Linda Blair,Richard Burton,Exorcist II: The Heretic ,14000000,3.7
Renny Harlin,James D'Arcy,Alan Ford,Exorcist: The Beginning ,50000000,5.1
Atom Egoyan,Bruce Greenwood,Mia Kirshner,Exotica ,2000000,7.2
Mike Judge,J.K. Simmons,Mila Kunis,Extract ,8000000,6.2
Tom Vaughan,Harrison Ford,Brendan Fraser,Extraordinary Measures ,31000000,6.5
Michael Apted,J.K. Simmons,Paul Guilfoyle,Extreme Measures ,38000000,6.1
Adam Jay Epstein,Rich Ceraulo,Denise Boutte,Extreme Movie ,,3.8
Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Extreme Ops ,40000000,4.5
Stephen Daldry,Tom Hanks,Thomas Horn,Extremely Loud & Incredibly Close ,40000000,6.9
John Schlesinger,Joe Mantegna,Beverly D'Angelo,Eye for an Eye ,20000000,6.1
Stephan Elliott,Jason Priestley,Patrick Bergin,Eye of the Beholder ,15000000,4.9
Michael D. Sellers,Katharine Ross,Carly Schroeder,Eye of the Dolphin ,2500000,5.7
Jim Gillespie,Sylvester Stallone,Tom Berenger,Eye See You ,55000000,5.3
Stanley Kubrick,Tom Cruise,Vinessa Shaw,Eyes Wide Shut ,65000000,7.3
Norman Jewison,Sylvester Stallone,Peter Boyle,F.I.S.T. ,11000000,6.4
Ari Kirschenbaum,R. Brandon Johnson,Adam LeFevre,Fabled ,,5.8
John Woo,Nicolas Cage,CCH Pounder,Face/Off ,80000000,7.3
Alex Kendrick,Alex Kendrick,Erin Bethea,Facing the Giants ,100000,6.7
George Hickenlooper,Hayden Christensen,Jimmy Fallon,Factory Girl ,7000000,6.4
Michael Moore,Osama bin Laden,Stevie Wonder,Fahrenheit 9/11,6000000,7.5
Tom Dey,Bradley Cooper,Matthew McConaughey,Failure to Launch ,50000000,5.6
Doug Liman,Naomi Watts,Ty Burrell,Fair Game ,22000000,6.8
Pan Nalin,Bhole Baba,Pant Shirt Baba,Faith Connections ,550000,7
Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,Faith Like Potatoes ,10000000,6.9
Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Faithful ,13000000,5.9
Ernie Barbarash,Michael Jai White,Michael J. Morris,Falcon Rising ,4500000,5.8
Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Fame ,18000000,5
Alfred Hitchcock,Ed Lauter,Bruce Dern,Family Plot ,4490375,6.8
James Algar,Leopold Stokowski,Deems Taylor,Fantasia ,2280000,7.8
James Algar,Quincy Jones,Penn Jillette,Fantasia 2000,80000000,7.3
Tim Story,Chris Evans,Ioan Gruffudd,Fantastic 4: Rise of the Silver Surfer,130000000,5.6
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Fantastic Four ,120000000,4.3
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Fantastic Four ,120000000,4.3
Wes Anderson,Bill Murray,Meryl Streep,Fantastic Mr. Fox ,40000000,7.8
Todd Haynes,Dennis Quaid,Celia Weston,Far from Heaven ,13500000,7.4
David Oelhoffen,Viggo Mortensen,Reda Kateb,Far from Men ,7700000,7.3
Bob Saget,Alyson Hannigan,John Stamos,Farce of the Penguins ,,4.2
,Kirsten Dunst,Adam Goldberg,Fargo             ,,9
Klaus Menzel,Adam Garcia,Jacqueline Bisset,Fascination ,5000000,3.3
Justin Lin,Paul Walker,Vin Diesel,Fast Five ,125000000,7.3
Amy Heckerling,Jennifer Jason Leigh,Judge Reinhold,Fast Times at Ridgemont High ,4500000,7.2
George Tillman Jr.,Dwayne Johnson,Tom Berenger,Faster ,24000000,6.5
Joel Zwick,Dania Ramirez,Nick Zano,Fat Albert ,26000000,4.3
Joe Cross,Joe Cross,Joel Fuhrman,"Fat, Sick & Nearly Dead ",2500000,7.6
Adrian Lyne,Fred Gwynne,Lois Smith,Fatal Attraction ,14000000,6.9
Lajos Koltai,Marcell Nagy,Péter Fancsikai,Fateless ,2500000000,7.1
Terry Gilliam,Johnny Depp,Michael Jeter,Fear and Loathing in Las Vegas ,18500000,7.7
Robert Hall,Angelina Armani,Kevin Gage,Fear Clinic ,1000000,5.2
William Malone,Natascha McElhone,Jeffrey Combs,Feardotcom ,42000000,3.3
John Gulager,Krista Allen,Eric Dane,Feast ,3200000,6.4
Atom Egoyan,Bob Hoskins,Elaine Cassidy,Felicia's Journey ,,7
Brian De Palma,Peter Coyote,Gregg Henry,Femme Fatale ,35000000,6.3
David Ray,Nicole Muñoz,Sarah Lind,Fetching Cody ,1500000,6.8
Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Fever Pitch ,30000000,6.2
Norman Jewison,Topol,Paul Michael Glaser,Fiddler on the Roof ,9000000,8
Andrew Currie,Alexia Fast,Henry Czerny,Fido ,8000000,6.8
Kari Skogland,Jim Sturgess,Kevin Zegers,Fifty Dead Men Walking ,6000000,6.9
Michael Tiddes,Fred Willard,Mike Epps,Fifty Shades of Black ,5000000,3.5
Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Fifty Shades of Grey ,40000000,4.1
David Fincher,Brad Pitt,Meat Loaf,Fight Club ,63000000,8.8
Warren Sheppard,Jennifer Hale,Randy Jay Burrell,Fight to the Finish ,150000,4
Rob Hawk,Kari J. Kramer,Erin O'Brien,Fight Valley ,27000000,5
Eddie O'Flaherty,Don Wallace,Eddie Jones,Fighting Tommy Riley ,200000,6.6
Youssef Delara,Noel Gugliemi,Jenni Rivera,Filly Brown ,427000,5.7
James Wong,Daniel Roebuck,Brendan Fehr,Final Destination ,23000000,6.7
David R. Ellis,Sarah Carter,Michael Landes,Final Destination 2,26000000,6.2
James Wong,Chelan Simmons,Gina Holden,Final Destination 3,25000000,5.8
Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Final Destination 5,40000000,5.9
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Final Fantasy: The Spirits Within ,137000000,6.4
Sidney Lumet,Peter Dinklage,Vin Diesel,Find Me Guilty ,13000000,7.1
Gus Van Sant,F. Murray Abraham,Rob Brown,Finding Forrester ,43000000,7.3
Andrew Stanton,Alexander Gould,Stephen Root,Finding Nemo ,94000000,8.2
Marc Forster,Johnny Depp,Kate Winslet,Finding Neverland ,25000000,7.8
Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Finishing the Game: The Search for a New Bruce Lee ,500000,6.2
,Leah Remini,Mark Feuerstein,Fired Up             ,,6.7
Clint Eastwood,Clint Eastwood,Warren Clarke,Firefox ,21000000,5.9
Alex Kendrick,Kirk Cameron,Ken Bevel,Fireproof ,500000,6.5
Mark L. Lester,Heather Locklear,George C. Scott,Firestarter ,15000000,6
Alan Yuen,Andy Lau,Michael Wong,Firestorm ,,6.2
Richard Loncraine,Jimmy Bennett,Harrison Ford,Firewall ,50000000,5.8
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,First Blood ,14000000,7.7
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,First Blood ,14000000,7.7
Jerry Zucker,Julia Ormond,Ben Cross,First Knight ,55000000,5.9
Jesse Peretz,Robert John Burke,Eli Marienthal,"First Love, Last Rites ",300000,5.5
Andrea Arnold,Michael Fassbender,Harry Treadaway,Fish Tank ,,7.3
Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Fiza ,1000000,6.2
Clint Eastwood,Paul Walker,Chris Bauer,Flags of Our Fathers ,90000000,7.1
Ole Christian Madsen,Lars Mikkelsen,Thure Lindhardt,Flame and Citron ,45000000,7.3
Mike Hodges,Brian Blessed,William Hootkins,Flash Gordon ,20000000,6.4
Marc Abraham,Dylan Authors,Bill Lake,Flash of Genius ,20000000,7
Adrian Lyne,Michael Nouri,Cynthia Rhodes,Flashdance ,4000000,6.1
Joel Schumacher,Julia Roberts,Oliver Platt,Flatliners ,26000000,6.6
Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Flawless ,15000000,6.4
Kevin Hooks,Salma Hayek,Stephen Baldwin,Fled ,25000000,5.3
Michael Mayer,Alison Lohman,Danny Pino,Flicka ,15000000,6.2
Robert Zemeckis,Denzel Washington,Bruce Greenwood,Flight ,31000000,7.3
John Milius,Rosanna Arquette,Dann Florek,Flight of the Intruder ,35000000,5.7
John Moore,Dennis Quaid,Tony Curran,Flight of the Phoenix ,45000000,6.1
Robert Schwentke,Erika Christensen,Michael Irby,Flightplan ,55000000,6.2
Rob Reiner,Madeline Carroll,Rebecca De Mornay,Flipped ,14000000,7.7
Alan Shapiro,Paul Hogan,Chelsea Field,Flipper ,25530000,5.2
David O. Russell,Lily Tomlin,Mary Tyler Moore,Flirting with Disaster ,7000000,6.8
Stephen Frears,Meryl Streep,Nina Arianda,Florence Foster Jenkins ,29000000,7.1
Les Mayfield,Robin Williams,Jodi Benson,Flubber ,80000000,5.2
David Bowers,Hugh Jackman,Kate Winslet,Flushed Away ,149000000,6.7
Tony Bill,James Franco,Tyler Labine,Flyboys ,60000000,6.6
Jim Amatulli,Heather Locklear,Patricia Neal,Flying By ,,4.5
Alex Kendrick,Shannen Fields,Lisa Arnold,Flywheel ,20000,6.9
Glenn Ficarra,Will Smith,Adrian Martinez,Focus ,50100000,6.6
Sanjay Rawal,Alma Martinez,Robert Kennedy Jr.,Food Chains ,913000,7.1
Robert Kenner,Michael Pollan,Eric Schlosser,"Food, Inc. ",,7.9
Lawrence Kasanoff,Jerry Stiller,Larry Miller,Foodfight! ,65000000,1.7
Andy Tennant,Matthew McConaughey,Ray Winstone,Fool's Gold ,70000000,5.6
Dave Meyers,Eddie Griffin,Clifton Powell,Foolish ,2000000,4.3
Herbert Ross,Dianne Wiest,Chris Penn,Footloose ,8200000,6.5
Herbert Ross,Dianne Wiest,Chris Penn,Footloose ,8200000,6.5
Jamie Travis,James Wolk,Ari Graynor,"For a Good Time, Call... ",850000,6
Tyler Perry,Omari Hardwick,Loretta Devine,For Colored Girls ,,6
Dean Wright,Santiago Cabrera,Eduardo Verástegui,For Greater Glory: The True Story of Cristiada ,10818775,6.6
Sam Raimi,J.K. Simmons,Kelly Preston,For Love of the Game ,50000000,6.5
Christopher Guest,John Michael Higgins,Catherine O'Hara,For Your Consideration ,12000000,6.3
John Glen,Julian Glover,Topol,For Your Eyes Only ,28000000,6.8
Guy Hamilton,Harrison Ford,Carl Weathers,Force 10 from Navarone,5000000,6.3
Tyler Oliver,Bella Thorne,Chloe Bridges,Forget Me Not ,1300000,5.2
Nicholas Stoller,Mila Kunis,Jack McBrayer,Forgetting Sarah Marshall ,30000000,7.2
Ronny Yu,Meat Loaf,Junix Inocian,Formula 51,28000000,6.3
Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Forrest Gump ,55000000,8.8
Jon Cassar,Demi Moore,Landon Liboiron,Forsaken ,11000000,6.3
Jon Cassar,Demi Moore,Landon Liboiron,Forsaken ,11000000,6.3
Kate Connor,Johnny Pacar,Eric Stoltz,Fort McCoy ,3000000,5.9
Stuart Gordon,Christopher Lambert,Kurtwood Smith,Fortress ,8000000,5.9
Ira Sachs,Rip Torn,Jenny O'Hara,Forty Shades of Blue ,1500000,6
John Singleton,Josh Charles,Tony Nappo,Four Brothers ,45000000,6.9
Seth Gordon,Jon Favreau,Robert Duvall,Four Christmases ,80000000,5.6
Christopher Morris,Kayvan Novak,Riz Ahmed,Four Lions ,,7.3
Allison Anders,Salma Hayek,Alicia Witt,Four Rooms ,4000000,6.7
Paolo Monico,Stephanie Szostak,Sarah Rafferty,Four Single Fathers ,3000000,5.1
Mike Newell,Kristin Scott Thomas,James Fleet,Four Weddings and a Funeral ,4500000,7.1
Bill Paxton,Matthew McConaughey,Powers Boothe,Frailty ,11000000,7.3
Noah Baumbach,Greta Gerwig,Grace Gummer,Frances Ha ,,7.4
Tim Burton,Martin Landau,Catherine O'Hara,Frankenweenie ,39000000,7
Robert Bennett,Randy Wayne,Lauren C. Mayhew,Frat Party ,1000000,2.8
Heidi Ewing,Greg Crowe,James Ransone,Freakonomics ,3000000,6.4
Charles Matthau,Billy Burke,Michael Jai White,Freaky Deaky ,6000000,6.5
Mark Waters,Jamie Lee Curtis,Julie Gonzalo,Freaky Friday ,26000000,6.1
Tom Green,Rip Torn,Harland Williams,Freddy Got Fingered ,15000000,4.5
Ronny Yu,Katharine Isabelle,Jason Ritter,Freddy vs. Jason ,30000000,5.8
Rachel Talalay,Johnny Depp,Tom Arnold,Freddy's Dead: The Final Nightmare ,8500000,4.9
Jimmy Hayward,Amy Poehler,Carlos Ponce,Free Birds ,55000000,5.9
Gary Ross,Matthew McConaughey,Donald Watkins,Free State of Jones ,50000000,6.7
William Dear,Madison Pettis,Corbin Bleu,Free Style ,,4.2
Peter Cousens,Sharon Leal,David Rasche,Freedom ,14500000,6.2
Richard LaGravenese,Hunter Parrish,Scott Glenn,Freedom Writers ,21000000,7.5
Peter Sollett,Steve Carell,Josh Charles,Freeheld ,7000000,6.5
Matthew Bright,Bokeem Woodbine,Dan Hedaya,Freeway ,3000000,6.9
John Simpson,Colin Salmon,Lee Evans,Freeze Frame ,2000000,6.4
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Frenzy ,2000000,7.5
Gregory Hoblit,Dennis Quaid,Andre Braugher,Frequency ,31000000,7.3
Julie Taymor,Salma Hayek,Roger Rees,Frida ,12000000,7.4
F. Gary Gray,Nia Long,John Witherspoon,Friday ,3500000,7.3
Marcus Raboy,John Witherspoon,Mike Epps,Friday After Next ,20000000,5.8
,Zach Gilford,Aimee Teegarden,Friday Night Lights             ,,8.7
Steve Miner,Betsy Palmer,Adrienne King,Friday the 13th Part 2,1250000,6.1
Steve Miner,Richard Brooker,Dana Kimmell,Friday the 13th Part III,4000000,5.7
John Carl Buechler,Kane Hodder,Terry Kiser,Friday the 13th Part VII: The New Blood,2800000,5.3
